A11FFJZ0C984W4,5.0
A19TD2J8506A4Y,2.7
A1B6B8EG4EJ3MO,4.5
A1C5SQZ045W0L5,4.0
A1DC5O5XEIMM1M,2.1
A1I7H6RDJS4EKN,3.8
A1IFIK8J49WBER,4.1
A1ILD5BPLI8X1P,4.3
A1JI19KPIVNL3Y,4.0
A1S2EXYEG5I8HW,5.0
A1T3ROSW2LC4FG,3.8
A1V2H0UF94ATWY,4.3
A1W1X3S1Y0RKF3,4.5
A1WH32GYQOHIRQ,3.3
A1WI88CH4BTDDR,5.0
A1YZ0ETOCJO1B2,2.7
A248QG4DPULP46,4.5
A2615YW1YERQBO,4.6
A26SF9CTNKKBYB,3.4
A2E0LU8V4EUX5C,3.5
A2EP2TI8HE8EGK,4.0
A2FCQ5K0T1PYHS,4.5
A2FGKKWP33DFWS,4.3
A2G7F8S617H0BB,3.5
A2M3FPQF852HW4,4.5
A2MGCMFBQV8FLH,4.1
A2ONILC0LZKG6Y,3.6
A2PPTQXFVA9H38,4.0
A2PTABUVOUYAH5,5.0
A2T1LNI80EPOQR,4.0
A2Z6NL0CTXY0ZB,2.8
A32JEH06T23HDF,3.7
A345ZKNQSVPJ6G,3.5
A35O3H71CM4LVZ,3.3
A36470UBRH28GO,4.1
A391RJ8646SYY1,3.6
A39KKDB8CFBGCC,3.4
A3ATU3VULAB7K2,4.0
A3CWEIEY3TGJFX,3.0
A3DW6KSQPG6GVQ,4.0
A3EG4C9T4F5DUR,2.2
A3QJJR5Y3XE92N,4.2
A3UJSDFJ9LBQ6Z,5.0
A5NE8TWS8ZV7B,5.0
A5P12YJP805RG,4.0
A9LSEP71DNP4O,3.0
AFRJKS3Z3H4CA,5.0
AKRFNRKI1IMJ1,3.5
AMPR904VJJFZY,4.5
ANK8K5WTHJ61C,3.7
ANQ0RLFEZ17W0,4.8
AOOLS8280CL0Z,3.8
AOS2PVHT2HYTL,4.8
APGX2WZ59OWDN,4.4
APVZGZM1RA3AZ,2.8
AQ9Y6WD8O72ZC,4.0
ARVXIBUCA8WDZ,4.6
AURYD2FH3FUOQ,3.3
AXMPSUNKUBEIL,4.0
