A19F9CLZ0XWBYR,0.1
A19X8IA9EKC3XH,1.26
A1FNNL4YJGBU8U,0.81
A1GCTKOPKUTW3G,0.3
A1S2EXYEG5I8HW,1.11
A1V2H0UF94ATWY,3.32
A1VRG5HKZC0H0C,3.69
A27TE0L5XP1H0U,3.63
A2AAFWAAS9C1QC,0.5
A2B2HQHFBYLTXU,0.9
A2C84POENS2UNY,3.7
A2EMTSJS47K8SU,2.29
A2V27A9GZA1NR2,2.69
A2ZDEERVRN5AMC,1.5
A36SM7QM8OK3H6,1.19
A3G5OWGKHW6OL5,1.03
A3GLUDQZGEJL5G,0.26
A3LC6M2EMDBBXP,2.3
A3N0QZ9ZKUCTCQ,2.43
A3NRIEMOJVVX4A,1.5
A3RCX3IQ8L6HHW,4.45
A3V9JFVZQ2XF4Y,3.8
A5OBJUPZLVOKG,3.13
A98E8M4QLI9RS,1.2
AFJFYJZ849YOZ,0.0
AK1Q45RF8A87Z,0.9
AKAM01E1R4KAF,0.5
AMPR904VJJFZY,2.5
APGX2WZ59OWDN,4.36
APRZ7BR8C0ZMQ,3.84
AQRKP48O0WKBW,1.5
