A110KENBXU7SUJ,1.1
A11BACV6DY5S8M,5.24
A11BSFO4LMHPXQ,2.6
A12HLLXWOQJ14Q,1.03
A12HZGOZQD5YK7,3.82
A173MXK429XAZQ,1.52
A176PLYJ2VNRII,4.1
A183WYXN12P2TJ,3.27
A19CB2C4GY4C60,3.6
A1A7HKFWGH77QH,3.96
A1AMGHYG5PT0L2,0.0
A1CC1ESUM2JWJ2,2.0
A1DC5O5XEIMM1M,1.0
A1DWSHGZGK8X0K,2.9
A1FCD2XCRJ2UOY,0.4
A1FKRZKU1H9YFC,1.5
A1FYWSPNO7KN1O,2.28
A1G452MFAS690B,0.92
A1GRPIBHW72HDU,2.66
A1J9VZ372FV2QZ,2.17
A1JI19KPIVNL3Y,2.9
A1K8QNLYYYX21W,0.87
A1KWC8TW8ANBQ8,0.54
A1LE6AUI3CJNIT,2.05
A1M7S6HGYT07FJ,1.8
A1N8BW04V76ZSY,0.18
A1NWYNEBQYP836,2.0
A1OW27AZS122X2,0.68
A1PBWSMSRU9YAO,4.5
A1PHDT66U6IK4Q,0.6
A1S5SPI4NQPGSI,1.0
A1SLJKNSNHOJRN,2.25
A1T6QVMIXF74FF,0.94
A1T8EFHGSEE3RD,1.57
A1TGZ063G5UKEC,2.0
A1TMZLYXQAK8Q0,5.88
A1TW2BZRRS874Z,0.27
A1V1JNPU0KOA3X,3.2
A1WJIRT360P5VB,5.83
A1XQOZV8LQDM22,0.74
A20K99JZE0L8HU,1.0
A22ZYDQ7VRH6EL,0.7
A26LOVXF4QZZCO,3.9
A2871R3LEPWMMK,1.94
A28FDHF2PY98K1,2.68
A2ATBS6XTIZE89,5.33
A2BABL5AHUOYC7,2.1
A2BK9RMC0NOIH8,2.0
A2BRZKFG6WAVER,2.3
A2CF2BD4Q0ZDJN,3.95
A2CFI1X8OKYIL2,1.0
A2DLYBXZNSSJ4S,0.0
A2E2I8IZJ0S9WY,3.98
A2EH7IQCDH2Q5D,1.0
A2EHH2ZFIRF1BF,0.0
A2EPBSY0VPI38S,2.95
A2FP41BSPG0Y4A,1.56
A2G7N0X0PNX0EE,2.6
A2GOYSTIL3LOV1,1.21
A2H8PEGI28NKZD,2.84
A2HDYGY87VFILV,1.5
A2HFVL6GHX9R9V,0.62
A2HHKBW8HQWI66,2.0
A2HXUTHYA5C1E0,0.97
A2JTSH1VPJQ8FR,1.36
A2KW87ZD2ELYNG,0.62
A2NAKIXS3DVGAA,5.54
A2NZAL7KHOR6VF,0.0
A2PIFMM4Q2I9ZS,1.72
A2PUL3ZDXOW0VZ,4.07
A2R0I39QFFQKXH,3.2
A2WNTI69VVVWMZ,5.06
A2XQ3CFB5HT2ZQ,1.22
A2Z43TA0WZ0EG0,1.37
A2ZSL0EDN3H4AT,2.3
A31898LQJO7I3,2.03
A31USOVE4ZIOCE,4.07
A31XT6RPLN6359,2.28
A34EHWOYRBL6OZ,1.01
A35DXVH9TPYZUE,3.27
A36GU3OHGLDS8R,2.03
A36QBKROJ4J9EJ,0.0
A37GOI3N77WX21,5.05
A37OUZOGQKGMW0,0.96
A38DHLB88V8DL8,1.5
A38I0E8UK53ME5,0.6
A39C1BN9ZSQ0R2,1.96
A3A8P4UR9A0DWQ,1.11
A3AZJGI9D7C0PD,1.0
A3CH1Z6J9R38G9,3.62
A3FJCLBK3HF4PD,1.1
A3G3G7SCD88G1J,2.52
A3GWRDHAURRNK6,3.0
A3HNEYFOIJWPH1,0.69
A3HX18G4XV5PK,3.05
A3IMB1JAMHP1KK,1.0
A3KH1OG87C8DCM,3.63
A3LVLZS8S41ZD7,1.11
A3MD34XEB4H6JF,1.0
A3O7X46E3REM7I,0.95
A3OV174HQJIJK8,1.47
A3P9TM5PRYBH90,1.9
A3QJJR5Y3XE92N,2.96
A3RQN5RZD1N2KP,0.0
A3RT3B73TLJBO1,0.7
A4HPPP6EKBBFM,1.6
A60NQZ1KE5U8T,1.04
A68J20100VW4W,1.58
A7SW6SVNJ5V6O,1.82
ABBP9JASL9AGK,0.0
ABS83QIWSMZ9,1.74
ACFPXI6LMHSZU,2.68
AD1WGUMVD6KED,0.88
AEWPAZBYA7XE,3.25
AI5RMOS8R652G,2.84
AI9QOT5C5DN1P,0.0
AIPHJXQEDNW9L,2.83
AKK6H2YXK4RF6,0.5
AKLG79EPGKTDP,1.65
AKON4ZPGX5DYQ,1.18
AKX4H8RT7BL7H,1.77
AL8KOIH1DJ7D9,2.12
AMHUDJ44HF1ZH,0.0
AMTTB8JUWRRM7,0.5
ANQ0RLFEZ17W0,3.85
ANZKTE853UXSD,2.92
AOXM7IK32TST5,6.31
AP9WIQ4P78XLH,1.7
APRHR60T52KR9,2.13
APVZGZM1RA3AZ,2.0
AQJRTW6LJR9LW,1.52
ARKZRVB9WN15M,0.0
ARL4T9U18Q3FS,0.0
AROOCBM042SJD,0.68
ARVXIBUCA8WDZ,0.0
ATT8TOPRCRRHG,0.0
AU34T9OMHN4Z4,2.23
AU849EHZNGV2Z,2.1
AW0MG225VXWCN,1.58
AWDU600NXZ26L,1.0
AXO22N46CSNVT,2.6
AYW62R027PUT1,4.17
AZ69TBTDH7AZS,0.0
